# Target Pref 演化日志

| 时间 | 生物 | 平均条目 | 最大条目 | min~max | top偏好(源→目标=均值×种群数) |
| 18463 | 397 | 114.43 | 11 | 0.37~3.00 | (-3→31=1.92×209) (-7→4=1.69×341) (9→17=1.61×20) (12→4=1.59×1) (23→20=1.57×340) |
| 18473 | 401 | 113.92 | 11 | 0.37~3.00 | (-3→31=1.92×211) (-7→4=1.69×343) (9→17=1.62×19) (12→4=1.59×1) (23→20=1.58×342) |
| 18484 | 411 | 113.86 | 11 | 0.37~3.00 | (-3→31=1.92×213) (-7→4=1.69×351) (9→17=1.61×20) (12→4=1.59×1) (23→20=1.58×350) |
| 18494 | 404 | 113.41 | 11 | 0.37~3.00 | (-3→31=1.92×212) (-7→4=1.69×344) (9→17=1.61×19) (12→4=1.59×1) (23→20=1.58×343) |
| 18504 | 408 | 113.72 | 11 | 0.37~3.00 | (-3→31=1.92×213) (-7→4=1.69×348) (9→17=1.61×19) (12→4=1.59×1) (23→20=1.58×347) |
| 18515 | 415 | 114.53 | 11 | 0.37~3.00 | (-3→31=1.92×213) (-7→4=1.69×356) (23→20=1.59×355) (12→4=1.59×1) (9→17=1.58×18) |
| 18525 | 404 | 114.44 | 11 | 0.37~3.00 | (-3→31=1.92×211) (-7→4=1.69×347) (12→4=1.59×1) (23→20=1.58×346) (9→17=1.57×17) |
| 18535 | 403 | 115.50 | 11 | 0.35~2.82 | (-3→31=1.91×205) (-7→4=1.68×348) (23→20=1.59×347) (9→17=1.57×19) (-13→-14=1.55×13) |
| 18546 | 392 | 114.39 | 11 | 0.35~2.82 | (-3→31=1.91×203) (-7→4=1.69×336) (23→20=1.59×335) (9→17=1.57×18) (-13→-14=1.55×12) |
| 18556 | 394 | 114.58 | 11 | 0.35~2.82 | (-3→31=1.91×201) (-7→4=1.69×338) (23→20=1.59×337) (9→17=1.57×18) (-13→-14=1.55×12) |
| 18566 | 372 | 114.46 | 10 | 0.35~2.82 | (-3→31=1.90×194) (-7→4=1.69×319) (9→17=1.62×18) (23→20=1.58×318) (-13→-14=1.55×12) |
| 18577 | 370 | 114.91 | 10 | 0.37~2.82 | (-3→31=1.90×196) (-7→4=1.70×319) (9→17=1.62×17) (23→20=1.58×318) (-13→-14=1.55×12) |
| 18587 | 358 | 114.66 | 10 | 0.37~2.82 | (-3→31=1.89×192) (-7→4=1.70×308) (9→17=1.59×17) (23→20=1.58×307) (-13→-14=1.55×12) |
| 18597 | 341 | 114.58 | 10 | 0.37~2.82 | (-3→31=1.88×182) (-7→4=1.69×293) (9→17=1.59×17) (23→20=1.58×293) (-13→-14=1.55×12) |
| 18608 | 343 | 114.43 | 10 | 0.37~2.82 | (-3→31=1.88×184) (-7→4=1.70×294) (9→17=1.60×18) (23→20=1.57×294) (-13→-14=1.55×12) |
| 18618 | 333 | 114.33 | 10 | 0.37~2.82 | (-3→31=1.87×180) (-7→4=1.71×285) (9→17=1.60×17) (23→20=1.57×285) (-13→-14=1.55×11) |
| 18628 | 332 | 115.02 | 10 | 0.37~2.82 | (-3→31=1.87×181) (-7→4=1.71×285) (9→17=1.60×18) (23→20=1.57×285) (-13→-14=1.55×10) |
| 18639 | 311 | 114.08 | 11 | 0.37~2.82 | (-3→31=1.87×167) (-7→4=1.71×265) (9→17=1.60×14) (23→20=1.57×265) (-13→-14=1.55×10) |
| 18649 | 307 | 113.73 | 11 | 0.37~2.82 | (-3→31=1.87×165) (-7→4=1.71×261) (9→17=1.60×14) (23→20=1.57×261) (-13→-14=1.55×10) |
| 18659 | 302 | 113.91 | 11 | 0.37~2.82 | (-3→31=1.85×161) (-7→4=1.71×257) (9→17=1.61×13) (23→20=1.56×257) (-13→-14=1.55×10) |
| 18670 | 296 | 113.03 | 10 | 0.37~2.82 | (-3→31=1.85×157) (-7→4=1.71×250) (9→17=1.62×13) (23→20=1.56×250) (-13→-14=1.55×10) |
| 18680 | 291 | 112.54 | 10 | 0.37~2.82 | (-3→31=1.85×155) (-7→4=1.71×245) (9→17=1.62×13) (23→20=1.56×245) (-13→-14=1.55×10) |
| 18690 | 288 | 112.96 | 10 | 0.38~2.82 | (-3→31=1.85×156) (-7→4=1.71×244) (9→17=1.62×13) (-13→-14=1.55×10) (23→20=1.55×244) |
| 18701 | 275 | 112.27 | 10 | 0.38~2.82 | (-3→31=1.86×153) (-7→4=1.72×232) (9→17=1.62×13) (-13→-14=1.56×9) (23→20=1.54×232) |
| 18711 | 278 | 112.96 | 10 | 0.38~2.82 | (-3→31=1.85×156) (-7→4=1.72×236) (9→17=1.62×13) (-13→-14=1.56×8) (23→20=1.54×236) |
| 18721 | 280 | 112.40 | 10 | 0.38~2.82 | (-3→31=1.85×158) (-7→4=1.72×237) (9→17=1.62×13) (-13→-14=1.56×8) (23→20=1.54×237) |
| 18732 | 280 | 113.19 | 10 | 0.38~2.82 | (-3→31=1.85×156) (-7→4=1.72×238) (9→17=1.62×13) (-13→-14=1.56×7) (23→20=1.54×238) |
| 18742 | 280 | 113.09 | 10 | 0.38~2.82 | (-3→31=1.86×156) (-7→4=1.72×238) (9→17=1.62×13) (-13→-14=1.56×7) (23→20=1.55×238) |
| 18752 | 282 | 112.96 | 10 | 0.38~2.82 | (-3→31=1.86×160) (-7→4=1.73×239) (9→17=1.62×13) (-13→-14=1.56×7) (23→20=1.55×239) |
| 18763 | 281 | 112.63 | 10 | 0.38~2.82 | (-3→31=1.86×158) (-7→4=1.72×237) (9→17=1.62×13) (-13→-14=1.56×7) (23→20=1.55×237) |
| 18773 | 281 | 113.03 | 10 | 0.38~2.82 | (-3→31=1.85×160) (-7→4=1.73×238) (9→17=1.62×13) (-13→-14=1.57×6) (23→20=1.55×238) |
| 18783 | 277 | 112.61 | 10 | 0.38~2.82 | (-3→31=1.86×154) (-7→4=1.72×233) (9→17=1.61×12) (23→20=1.56×233) (2→-12=1.54×149) |
| 18794 | 273 | 111.96 | 10 | 0.38~2.82 | (-3→31=1.85×151) (-7→4=1.71×228) (9→17=1.60×10) (23→20=1.56×227) (2→-12=1.54×146) |
| 18804 | 275 | 112.27 | 10 | 0.38~2.82 | (-3→31=1.85×152) (-7→4=1.71×230) (9→17=1.58×9) (23→20=1.56×229) (2→-12=1.54×147) |
| 18814 | 271 | 111.46 | 10 | 0.38~2.82 | (-3→31=1.85×151) (-7→4=1.72×226) (9→17=1.58×8) (23→20=1.56×225) (2→-12=1.54×146) |
| 18825 | 269 | 111.03 | 10 | 0.38~2.82 | (-3→31=1.85×151) (-7→4=1.72×223) (9→17=1.58×8) (23→20=1.55×221) (2→-12=1.54×146) |
| 18835 | 270 | 111.39 | 10 | 0.38~2.82 | (-3→31=1.85×148) (-7→4=1.71×224) (9→17=1.58×8) (2→-12=1.55×143) (23→20=1.55×222) |
| 18845 | 257 | 113.00 | 10 | 0.38~2.82 | (-3→31=1.85×141) (-7→4=1.71×216) (9→17=1.58×8) (23→20=1.56×214) (2→-12=1.55×136) |
| 18856 | 255 | 112.29 | 10 | 0.38~2.82 | (-3→31=1.85×137) (-7→4=1.71×213) (9→17=1.58×8) (23→20=1.56×211) (2→-12=1.55×132) |
| 18866 | 251 | 111.48 | 10 | 0.38~2.82 | (-3→31=1.85×134) (-7→4=1.71×208) (9→17=1.58×8) (23→20=1.56×206) (2→-12=1.55×129) |
| 18876 | 241 | 111.59 | 10 | 0.38~2.82 | (-3→31=1.84×123) (-7→4=1.70×199) (9→17=1.58×8) (23→20=1.56×197) (2→-12=1.56×118) |
| 18887 | 246 | 113.17 | 10 | 0.38~2.82 | (-3→31=1.85×126) (-7→4=1.70×206) (9→17=1.58×8) (23→20=1.58×204) (2→-12=1.56×121) |
| 18897 | 244 | 111.95 | 10 | 0.38~2.82 | (-3→31=1.85×122) (-7→4=1.69×202) (23→20=1.58×200) (2→-12=1.56×117) (9→17=1.56×7) |
| 18907 | 242 | 111.73 | 10 | 0.38~2.82 | (-3→31=1.84×120) (-7→4=1.69×200) (23→20=1.58×198) (2→-12=1.57×116) (22→-29=1.56×6) |
| 18918 | 245 | 112.29 | 10 | 0.38~2.82 | (-3→31=1.84×120) (-7→4=1.69×203) (23→20=1.59×201) (2→-12=1.56×116) (9→17=1.56×5) |
| 18928 | 248 | 112.58 | 10 | 0.38~2.82 | (-3→31=1.83×123) (-7→4=1.70×206) (23→20=1.59×204) (2→-12=1.56×119) (9→17=1.56×5) |
| 18938 | 246 | 113.24 | 10 | 0.38~2.82 | (-3→31=1.83×117) (-7→4=1.69×204) (23→20=1.60×202) (2→-12=1.56×114) (9→17=1.56×5) |
| 18949 | 242 | 113.06 | 10 | 0.38~2.82 | (-3→31=1.83×113) (-7→4=1.68×200) (23→20=1.60×199) (2→-12=1.56×110) (9→17=1.56×5) |
| 18959 | 245 | 113.79 | 11 | 0.38~2.82 | (-3→31=1.82×113) (-7→4=1.68×203) (23→20=1.61×202) (2→-12=1.56×110) (9→17=1.56×5) |
| 18969 | 251 | 113.15 | 11 | 0.38~2.82 | (-3→31=1.82×115) (-7→4=1.68×206) (23→20=1.62×205) (2→-12=1.57×112) (9→17=1.56×5) |
| 18980 | 251 | 113.88 | 11 | 0.36~2.82 | (-3→31=1.83×113) (-7→4=1.68×207) (23→20=1.63×206) (2→-12=1.57×110) (9→17=1.56×5) |
| 18990 | 248 | 113.18 | 11 | 0.36~2.82 | (-3→31=1.82×113) (-7→4=1.69×203) (23→20=1.62×202) (2→-12=1.57×110) (9→17=1.56×5) |
| 19000 | 244 | 112.85 | 11 | 0.36~2.82 | (-3→31=1.82×108) (-7→4=1.68×199) (23→20=1.64×198) (2→-12=1.57×105) (9→17=1.56×4) |
| 19011 | 252 | 113.09 | 11 | 0.36~2.82 | (-3→31=1.82×113) (-7→4=1.68×206) (23→20=1.64×205) (2→-12=1.58×110) (9→17=1.56×4) |
| 19021 | 255 | 113.76 | 11 | 0.36~2.82 | (-3→31=1.82×111) (-7→4=1.68×209) (23→20=1.65×208) (2→-12=1.58×108) (9→17=1.56×4) |
| 19031 | 248 | 112.25 | 11 | 0.36~2.82 | (-3→31=1.81×110) (-7→4=1.69×201) (23→20=1.64×200) (2→-12=1.58×107) (9→17=1.56×3) |
| 19042 | 249 | 112.38 | 10 | 0.39~2.82 | (-3→31=1.82×110) (-7→4=1.69×201) (23→20=1.65×201) (2→-12=1.59×107) (9→17=1.56×3) |
| 19052 | 239 | 112.42 | 10 | 0.39~2.82 | (-3→31=1.81×106) (-7→4=1.69×193) (23→20=1.64×193) (7→28=1.60×2) (2→-12=1.59×104) |
| 19062 | 238 | 112.83 | 10 | 0.39~2.82 | (-3→31=1.81×107) (-7→4=1.69×193) (23→20=1.65×193) (7→28=1.60×2) (2→-12=1.59×105) |
| 19073 | 231 | 112.76 | 10 | 0.39~2.82 | (-3→31=1.80×104) (-7→4=1.69×187) (23→20=1.64×187) (7→28=1.60×2) (2→-12=1.59×102) |
| 19083 | 232 | 112.39 | 10 | 0.39~2.82 | (-3→31=1.81×101) (-7→4=1.69×187) (23→20=1.65×187) (2→-12=1.59×100) (9→17=1.56×3) |
| 19093 | 233 | 113.50 | 10 | 0.39~2.82 | (-3→31=1.81×104) (-7→4=1.69×190) (23→20=1.65×190) (2→-12=1.59×103) (9→17=1.56×3) |
| 19104 | 233 | 112.98 | 10 | 0.39~2.77 | (-3→31=1.81×102) (-7→4=1.69×189) (23→20=1.65×189) (2→-12=1.58×101) (9→17=1.56×3) |
| 19114 | 237 | 114.01 | 10 | 0.39~2.77 | (-3→31=1.81×108) (-7→4=1.70×194) (23→20=1.65×194) (2→-12=1.58×107) (9→17=1.56×3) |
| 19124 | 235 | 113.10 | 10 | 0.39~2.77 | (-3→31=1.81×109) (-7→4=1.71×192) (23→20=1.64×192) (2→-12=1.58×109) (9→17=1.56×3) |
| 19135 | 238 | 113.70 | 10 | 0.39~2.77 | (-3→31=1.81×109) (-7→4=1.70×195) (23→20=1.65×195) (2→-12=1.58×109) (9→17=1.56×3) |
| 19145 | 232 | 113.46 | 10 | 0.39~2.77 | (-3→31=1.81×108) (-7→4=1.72×189) (23→20=1.64×189) (2→-12=1.58×108) (9→17=1.56×3) |
| 19155 | 234 | 112.94 | 10 | 0.39~2.77 | (-3→31=1.81×110) (-7→4=1.73×190) (23→20=1.64×190) (2→-12=1.58×110) (9→17=1.56×3) |
| 19166 | 251 | 114.38 | 10 | 0.39~2.77 | (-3→31=1.81×121) (-7→4=1.74×207) (23→20=1.65×204) (2→-12=1.58×121) (9→17=1.56×3) |
| 19176 | 248 | 114.50 | 10 | 0.39~2.77 | (-3→31=1.80×117) (-7→4=1.73×204) (23→20=1.65×201) (2→-12=1.58×117) (9→17=1.56×3) |
| 19186 | 258 | 115.81 | 10 | 0.39~2.77 | (-3→31=1.79×120) (-7→4=1.73×214) (23→20=1.66×208) (2→-12=1.58×120) (9→17=1.56×3) |
| 19197 | 261 | 115.66 | 10 | 0.39~2.77 | (-3→31=1.79×125) (-7→4=1.74×217) (23→20=1.66×211) (2→-12=1.58×125) (9→17=1.56×2) |
| 19207 | 270 | 116.59 | 10 | 0.37~2.77 | (-3→31=1.79×129) (-7→4=1.74×226) (23→20=1.66×219) (2→-12=1.58×129) (9→17=1.56×2) |
| 19217 | 267 | 114.78 | 10 | 0.37~2.77 | (-3→31=1.78×134) (-7→4=1.76×221) (23→20=1.65×214) (2→-12=1.58×134) (9→17=1.56×2) |
| 19228 | 271 | 115.28 | 10 | 0.37~2.77 | (-3→31=1.78×135) (-7→4=1.76×225) (23→20=1.65×218) (2→-12=1.58×135) (9→17=1.56×2) |
| 19238 | 284 | 115.97 | 10 | 0.37~2.77 | (-3→31=1.77×140) (-7→4=1.75×237) (23→20=1.65×230) (2→-12=1.58×140) (9→17=1.56×2) |
| 19248 | 277 | 113.70 | 10 | 0.39~2.77 | (-3→31=1.78×134) (-7→4=1.75×227) (23→20=1.64×221) (2→-12=1.58×134) (9→17=1.56×2) |
| 19259 | 289 | 114.11 | 10 | 0.39~2.77 | (-3→31=1.78×142) (-7→4=1.75×238) (23→20=1.64×232) (2→-12=1.58×142) (9→17=1.56×2) |
| 19269 | 270 | 112.07 | 10 | 0.39~2.77 | (-3→31=1.80×128) (-7→4=1.74×218) (23→20=1.64×215) (2→-12=1.58×128) (2→15=1.56×219) |
| 19279 | 279 | 111.78 | 10 | 0.39~2.77 | (-3→31=1.79×135) (-7→4=1.74×225) (23→20=1.64×223) (2→-12=1.58×135) (2→15=1.57×226) |
| 19290 | 281 | 111.91 | 10 | 0.39~2.77 | (-3→31=1.80×133) (-7→4=1.74×227) (23→20=1.64×225) (2→-12=1.58×133) (2→15=1.57×228) |
| 19300 | 279 | 111.15 | 10 | 0.39~2.77 | (-3→31=1.79×135) (-7→4=1.74×224) (23→20=1.63×222) (2→-12=1.59×135) (2→15=1.56×225) |
| 19310 | 279 | 111.03 | 10 | 0.39~2.77 | (-3→31=1.79×135) (-7→4=1.74×224) (23→20=1.63×222) (2→-12=1.58×135) (2→15=1.56×225) |
| 19321 | 269 | 108.41 | 10 | 0.39~2.77 | (-3→31=1.79×127) (-7→4=1.73×211) (23→20=1.63×209) (2→-12=1.58×127) (2→15=1.57×212) |
| 19331 | 272 | 109.05 | 10 | 0.39~2.77 | (-3→31=1.79×132) (-7→4=1.74×215) (23→20=1.62×213) (2→-12=1.59×132) (2→15=1.57×216) |
| 19341 | 275 | 109.91 | 10 | 0.39~2.77 | (-3→31=1.79×130) (-7→4=1.74×218) (23→20=1.63×216) (2→-12=1.58×130) (2→15=1.57×219) |
| 19352 | 278 | 110.36 | 10 | 0.39~3.34 | (-3→31=1.80×133) (-7→4=1.74×221) (23→20=1.64×219) (2→-12=1.58×133) (2→15=1.56×222) |
| 19362 | 282 | 110.81 | 10 | 0.39~3.34 | (-3→31=1.79×137) (-7→4=1.75×225) (23→20=1.64×220) (2→-12=1.58×137) (2→15=1.56×226) |
| 19372 | 278 | 110.25 | 10 | 0.39~3.34 | (-3→31=1.81×134) (-7→4=1.74×221) (23→20=1.64×216) (2→-12=1.59×134) (2→15=1.56×221) |
| 19383 | 284 | 110.00 | 10 | 0.39~3.34 | (-3→31=1.80×138) (-7→4=1.75×225) (23→20=1.64×219) (2→-12=1.59×138) (2→15=1.55×225) |
| 19393 | 293 | 110.25 | 10 | 0.39~3.34 | (-3→31=1.81×137) (-7→4=1.74×231) (23→20=1.65×225) (2→-12=1.58×137) (2→15=1.55×231) |
| 19403 | 288 | 110.57 | 10 | 0.39~3.34 | (-3→31=1.80×134) (-7→4=1.74×228) (23→20=1.66×221) (2→-12=1.58×134) (2→15=1.56×228) |
| 19414 | 290 | 111.23 | 10 | 0.39~3.34 | (-3→31=1.80×136) (-7→4=1.74×231) (23→20=1.66×224) (2→-12=1.58×136) (2→15=1.56×231) |
| 19424 | 294 | 112.73 | 10 | 0.39~3.34 | (-3→31=1.79×136) (-7→4=1.73×236) (23→20=1.67×229) (2→-12=1.58×136) (2→15=1.56×236) |
| 19434 | 288 | 113.45 | 10 | 0.39~3.34 | (-3→31=1.80×135) (-7→4=1.73×233) (23→20=1.67×227) (2→-12=1.58×135) (2→15=1.56×233) |
| 19445 | 292 | 115.07 | 10 | 0.39~3.34 | (-3→31=1.79×138) (-7→4=1.73×239) (23→20=1.67×234) (2→-12=1.59×138) (2→15=1.56×239) |
| 19455 | 303 | 115.59 | 10 | 0.39~3.34 | (-3→31=1.79×143) (-7→4=1.72×249) (23→20=1.67×245) (2→-12=1.58×143) (2→15=1.55×249) |
| 19465 | 304 | 115.65 | 10 | 0.39~3.34 | (-3→31=1.78×141) (-7→4=1.72×249) (23→20=1.67×245) (2→-12=1.58×141) (2→15=1.56×249) |
| 19476 | 313 | 116.24 | 10 | 0.39~3.34 | (-3→31=1.78×148) (-7→4=1.72×258) (23→20=1.67×254) (2→-12=1.58×148) (2→15=1.56×258) |
| 19486 | 322 | 116.62 | 10 | 0.39~3.34 | (-3→31=1.77×154) (-7→4=1.71×266) (23→20=1.68×262) (2→-12=1.59×154) (2→15=1.56×266) |
| 19496 | 311 | 115.77 | 10 | 0.39~3.34 | (-3→31=1.78×155) (-7→4=1.73×257) (23→20=1.67×253) (2→-12=1.59×155) (2→15=1.57×257) |
| 19507 | 317 | 116.39 | 10 | 0.39~3.34 | (-3→31=1.77×157) (-7→4=1.72×263) (23→20=1.68×259) (2→-12=1.59×157) (2→15=1.57×263) |
| 19517 | 322 | 117.91 | 10 | 0.39~3.34 | (-3→31=1.77×156) (-7→4=1.70×270) (23→20=1.68×266) (2→-12=1.59×156) (2→15=1.58×270) |
| 19527 | 311 | 116.02 | 10 | 0.39~3.34 | (-3→31=1.77×159) (-7→4=1.73×259) (23→20=1.66×256) (2→-12=1.59×159) (2→15=1.58×259) |
| 19538 | 315 | 117.39 | 10 | 0.39~3.34 | (-3→31=1.77×157) (-7→4=1.71×264) (23→20=1.67×261) (2→-12=1.59×157) (2→15=1.58×264) |
| 19548 | 320 | 117.50 | 10 | 0.39~3.34 | (-3→31=1.76×161) (-7→4=1.71×268) (23→20=1.67×266) (2→-12=1.59×161) (2→15=1.58×268) |
| 19558 | 307 | 117.81 | 10 | 0.39~3.34 | (-3→31=1.76×157) (-7→4=1.73×258) (23→20=1.67×256) (2→-12=1.59×157) (2→15=1.58×258) |
| 19569 | 318 | 117.12 | 10 | 0.39~3.34 | (-3→31=1.76×158) (-7→4=1.72×265) (23→20=1.68×264) (2→-12=1.59×158) (2→15=1.59×265) |
| 19579 | 320 | 117.32 | 10 | 0.39~3.34 | (-3→31=1.78×154) (-7→4=1.72×266) (23→20=1.68×266) (2→-12=1.59×154) (2→15=1.59×266) |
| 19589 | 313 | 118.71 | 10 | 0.39~3.34 | (-3→31=1.78×148) (-7→4=1.71×262) (23→20=1.69×262) (2→15=1.59×262) (2→-12=1.59×148) |
| 19600 | 320 | 119.90 | 10 | 0.39~3.34 | (-3→31=1.79×151) (-7→4=1.71×270) (23→20=1.69×270) (2→15=1.59×270) (2→-12=1.59×151) |
| 19610 | 324 | 121.41 | 10 | 0.39~3.34 | (-3→31=1.80×147) (-7→4=1.70×275) (23→20=1.70×275) (2→15=1.59×275) (2→-12=1.59×147) |
| 19620 | 322 | 121.19 | 10 | 0.39~3.34 | (-3→31=1.82×146) (-7→4=1.70×273) (23→20=1.70×273) (2→15=1.59×273) (2→-12=1.59×146) |
| 19631 | 330 | 122.31 | 10 | 0.39~3.34 | (-3→31=1.83×143) (23→20=1.70×281) (-7→4=1.69×281) (2→15=1.59×281) (2→-12=1.59×143) |
| 19641 | 340 | 122.58 | 10 | 0.39~3.34 | (-3→31=1.84×146) (23→20=1.71×289) (-7→4=1.69×289) (2→15=1.59×289) (16→6=1.59×157) |
| 19651 | 332 | 121.42 | 10 | 0.39~3.34 | (-3→31=1.85×143) (23→20=1.71×280) (-7→4=1.70×280) (2→15=1.59×280) (2→-12=1.59×143) |
| 19662 | 335 | 122.19 | 10 | 0.37~3.34 | (-3→31=1.85×144) (23→20=1.70×284) (-7→4=1.70×284) (2→15=1.59×284) (2→-12=1.58×144) |
| 19672 | 335 | 121.92 | 10 | 0.37~3.34 | (-3→31=1.85×140) (23→20=1.71×282) (-7→4=1.69×282) (2→15=1.59×282) (16→6=1.59×156) |
| 19682 | 346 | 123.21 | 11 | 0.37~3.34 | (-3→31=1.85×144) (23→20=1.71×294) (-7→4=1.68×294) (2→15=1.59×294) (16→6=1.59×164) |
| 19693 | 335 | 123.23 | 11 | 0.37~3.34 | (-3→31=1.86×138) (23→20=1.73×284) (-7→4=1.68×284) (16→6=1.60×158) (2→15=1.60×284) |
| 19703 | 340 | 123.06 | 11 | 0.37~3.34 | (-3→31=1.86×139) (23→20=1.73×287) (-7→4=1.68×287) (16→6=1.61×160) (2→15=1.59×287) |
| 19713 | 338 | 123.71 | 11 | 0.37~3.34 | (-3→31=1.86×133) (23→20=1.73×286) (-7→4=1.67×286) (16→6=1.60×166) (2→-12=1.59×133) |
| 19724 | 327 | 122.15 | 11 | 0.37~2.77 | (-3→31=1.86×125) (23→20=1.74×273) (-7→4=1.66×273) (16→6=1.61×160) (2→-12=1.59×125) |
| 19734 | 326 | 122.97 | 11 | 0.37~2.77 | (-3→31=1.86×121) (23→20=1.75×273) (-7→4=1.65×273) (16→6=1.61×164) (2→15=1.59×273) |
| 19744 | 327 | 123.54 | 11 | 0.37~2.77 | (-3→31=1.86×121) (23→20=1.75×275) (-7→4=1.66×275) (16→6=1.62×165) (2→-12=1.60×121) |
| 19755 | 317 | 123.22 | 11 | 0.37~2.77 | (-3→31=1.86×120) (23→20=1.74×266) (-7→4=1.67×266) (2→-12=1.60×120) (16→6=1.60×157) |
| 19765 | 312 | 123.07 | 11 | 0.37~2.77 | (-3→31=1.85×116) (23→20=1.74×261) (-7→4=1.67×261) (2→-12=1.60×116) (16→6=1.60×157) |
| 19775 | 325 | 123.68 | 11 | 0.37~2.77 | (-3→31=1.83×123) (23→20=1.74×274) (-7→4=1.67×274) (2→-12=1.61×123) (16→6=1.59×163) |
| 19786 | 334 | 124.05 | 11 | 0.37~2.77 | (-3→31=1.84×125) (23→20=1.75×281) (-7→4=1.67×281) (2→-12=1.60×125) (16→6=1.60×168) |
| 19796 | 328 | 125.09 | 11 | 0.37~2.77 | (-3→31=1.83×124) (23→20=1.75×278) (-7→4=1.67×278) (2→-12=1.61×124) (-3→1=1.60×6) |
| 19806 | 324 | 125.03 | 11 | 0.37~2.77 | (-3→31=1.82×121) (23→20=1.74×274) (-7→4=1.66×274) (2→-12=1.61×121) (-2→27=1.61×21) |
| 19817 | 329 | 124.16 | 11 | 0.37~2.77 | (-3→31=1.83×124) (23→20=1.75×276) (-7→4=1.67×276) (-2→27=1.61×20) (2→-12=1.60×124) |
| 19827 | 307 | 122.46 | 11 | 0.36~2.77 | (-3→31=1.82×112) (23→20=1.74×254) (-7→4=1.67×254) (-2→27=1.62×17) (2→-12=1.60×112) |
| 19837 | 309 | 122.50 | 11 | 0.36~2.77 | (-3→31=1.82×110) (23→20=1.73×255) (-7→4=1.66×255) (-2→27=1.62×15) (2→-12=1.61×110) |
| 19848 | 305 | 121.61 | 11 | 0.36~2.77 | (-3→31=1.83×110) (23→20=1.74×250) (-7→4=1.67×250) (-2→27=1.63×14) (-3→1=1.62×5) |
| 19858 | 306 | 121.70 | 11 | 0.36~2.77 | (-3→31=1.84×107) (23→20=1.74×250) (-7→4=1.66×250) (-2→27=1.63×14) (-3→1=1.62×5) |
| 19868 | 295 | 121.22 | 11 | 0.37~2.77 | (-3→31=1.85×101) (23→20=1.75×240) (-7→4=1.66×240) (-2→27=1.63×12) (-3→1=1.62×5) |
| 19879 | 293 | 121.16 | 11 | 0.37~2.77 | (-3→31=1.86×101) (23→20=1.74×238) (-7→4=1.66×238) (-2→27=1.63×12) (-3→1=1.62×5) |
| 19889 | 293 | 121.22 | 11 | 0.37~2.77 | (-3→31=1.86×101) (23→20=1.74×238) (-7→4=1.67×238) (-2→27=1.63×11) (-3→1=1.62×5) |
| 19899 | 287 | 120.79 | 11 | 0.37~2.77 | (-3→31=1.87×97) (23→20=1.75×232) (-7→4=1.66×232) (-2→27=1.63×11) (-3→1=1.62×5) |
| 19910 | 280 | 120.73 | 11 | 0.34~2.77 | (-3→31=1.89×92) (23→20=1.76×225) (-7→4=1.66×225) (-2→27=1.63×13) (-3→1=1.62×5) |
| 19920 | 288 | 121.67 | 11 | 0.34~2.77 | (-3→31=1.89×92) (23→20=1.77×232) (-7→4=1.65×232) (16→6=1.64×145) (-2→27=1.63×14) |
| 19930 | 284 | 122.65 | 11 | 0.34~2.77 | (-3→31=1.89×90) (23→20=1.77×230) (-7→4=1.65×230) (16→6=1.65×145) (-2→27=1.63×13) |
| 19941 | 269 | 122.42 | 11 | 0.34~2.77 | (-3→31=1.90×82) (23→20=1.78×217) (16→6=1.66×139) (-7→4=1.64×217) (-2→27=1.61×14) |
| 19951 | 266 | 121.64 | 11 | 0.34~2.77 | (-3→31=1.90×80) (23→20=1.78×213) (16→6=1.66×137) (-7→4=1.64×213) (-2→27=1.61×13) |
| 19961 | 262 | 121.53 | 11 | 0.34~2.77 | (-3→31=1.90×78) (23→20=1.79×209) (16→6=1.67×134) (-7→4=1.64×209) (-2→27=1.61×14) |
| 19972 | 248 | 122.33 | 11 | 0.34~2.77 | (-3→31=1.90×69) (23→20=1.79×198) (16→6=1.66×132) (-7→4=1.63×198) (-2→27=1.62×10) |
| 19982 | 240 | 122.55 | 11 | 0.34~2.61 | (-3→31=1.89×63) (23→20=1.78×191) (16→6=1.67×131) (-7→4=1.62×191) (2→15=1.62×191) |
| 19992 | 243 | 121.58 | 11 | 0.34~2.61 | (-3→31=1.89×64) (23→20=1.78×192) (16→6=1.67×131) (-7→4=1.63×192) (2→15=1.62×192) |
| 20003 | 244 | 121.98 | 11 | 0.34~2.61 | (-3→31=1.91×61) (23→20=1.79×193) (16→6=1.67×135) (2→15=1.62×193) (-7→4=1.62×193) |
| 20013 | 227 | 119.63 | 11 | 0.34~2.61 | (-3→31=1.92×59) (23→20=1.78×177) (16→6=1.66×121) (-7→4=1.63×177) (2→15=1.62×177) |
| 20023 | 235 | 119.62 | 11 | 0.34~2.67 | (-3→31=1.92×58) (23→20=1.78×182) (16→6=1.68×127) (2→15=1.63×182) (-7→4=1.62×182) |
| 20034 | 233 | 120.30 | 11 | 0.34~2.67 | (-3→31=1.91×56) (23→20=1.79×181) (16→6=1.68×128) (2→15=1.63×181) (-7→4=1.62×181) |
| 20044 | 220 | 117.01 | 11 | 0.34~2.67 | (-3→31=1.92×53) (23→20=1.78×166) (16→6=1.69×116) (-7→4=1.63×166) (2→15=1.63×166) |
